,Comment,Type,
3053,"Tối 28-4 (từ 19 giờ 45 đến 20 giờ 45), biểu diễn nhạc hơi (kèn đồng và trống) với các ca khúc cách mạng Việt Nam và ca khúc nổi tiếng quốc tế tại công viên bờ tây cầu Rồng (đối diện Bảo tàng Điêu khắc Chăm).",0,47
3054,"Ăn chay ngày nay không còn là nếp sống riêng của những người theo đạo Phật mà đã trở thành một nhu cầu thiết yếu của nhiều giới, nhiều thành phần xã hội. Trong xu hướng đó, tại Đà Nẵng hiện không quá khó để bạn tìm thấy một địa chỉ nhà hàng kinh doanh ẩm thực chay. Tuy nhiên, để đáp ứng những đòi hỏi về sự bổ dưỡng, đầy đủ của thức ăn, của không gian thưởng thức, thì không phải địa chỉ nào cũng đáp ứng hết.",0,90
3055,"Nếu cuối tuần này bạn còn lăn tăn chưa biết nên cùng gia đình ăn chay ở đâu, khi mà những địa chỉ bạn từng thưởng thức trước đó cứ được cái này thì mất cái kia, thì Phúc An Vegetarian & Café (hay còn gọi là Phúc An Home - 547 Nguyễn Tất Thành) có thể là một gợi ý tốt.",0,62
3056,"Đi vào hoạt động chỉ chưa đầy một năm, song Phúc An Vegetarian & Café đã được nhiều thực khách đánh giá cao không chỉ bởi thực đơn phong phú, chất lượng mà còn bởi không gian thanh tịnh, khiến người thưởng thức có cảm giác thư thái, an lạc.",0,50
3057,"“Tôi đã thử rất nhiều nhà hàng chay ở Đà Nẵng nhưng phải đến Phúc An Home mới cảm thấy mình tìm đúng địa chỉ. Cơm trắng, cơm gạo lứt gói lá sen, gỏi bưởi, gỏi hoa chuối, đậu khuôn, nấm, canh, rau củ... đều rất tuyệt. Không chỉ là thức ăn, Phúc An chinh phục tôi và gia đình bởi không gian thoáng đãng, xanh mát, yên bình, nhân viên nhẹ nhàng, chu đáo”, chị Minh Hiếu (trú quận Cẩm Lệ) nhận xét.",0,84
3058,"Điểm cộng về không gian chính là một trong những yếu tố được nhiều thực khách nhắc đến khi nói về Phúc An Home. Thử hình dung nếu bạn thưởng thức món chay trong không khí ồn ào, náo nhiệt quá thì việc ăn chay - vốn được coi là một hình thức tu tập sẽ mất hết ý nghĩa.",0,60
3059,"Với chất lượng dịch vụ như đã kể trên, mức giá một bữa ăn với đầy đủ món điểm tâm, món chính, món no, từ cơm đến rau củ, lẩu, xào... tại Phúc An Home chỉ tầm chưa đến 100.000 đồng/người, chúng tôi nghĩ khá ổn. Sau bữa ăn, bạn không phải phiền phức di chuyển đến quán nước để tiện tâm tư, trò chuyện, bởi Phúc An Home cũng chính là một địa chỉ cà-phê cũng như đồ ăn sẽ không khiến bạn phải thất vọng.",0,87
3060,"Bán đảo Sơn Trà được mệnh danh là “hòn ngọc xanh giữa phố”, bốn mùa cây lá xanh tươi. Đến Sơn Trà mùa này, du khách sẽ được chiêm ngưỡng những sắc màu rực rỡ của hoa lá với màu vàng của hoa lim xẹt, màu tím của hoa sim, thàn mát…",0,52
3061,"Chạy xe chầm chậm quanh con đường ven bán đảo, du khách không chỉ được ngắm khung cảnh thơ mộng của thành phố mà có khi còn nhìn thấy từng gia đình voọc chà vá chân nâu - loài linh trưởng được coi là biểu tượng của bán đảo Sơn Trà, đang thong dong ngồi ăn lá cây, xen kẽ những tán lá đỏ, những chùm hoa vàng nở rộ ven rừng. Giữa không gian thơ mộng ấy, nhiều du khách, bạn trẻ, nhiếp ảnh chuyên và không chuyên tranh thủ ghi lại những khoảnh khắc tuyệt vời của thiên nhiên.",0,101
3062,"Thường xuyên lên Sơn Trà chụp ảnh, anh Nguyễn Trung Hiếu, nhiếp ảnh gia bày tỏ, nếu đã đến Sơn Trà thì ai cũng sẽ thích nơi đây vì cảnh sắc rất tuyệt, bốn mùa hoa nở, mùa nào hoa đó. Thông thường, du khách lên sớm để ngắm hoa vàng, nhưng đông nhất có lẽ là mùa hoa tím (hoa sim và hoa thàn mát).",0,66
3063,"Ngoài những con đường quanh co, biển xanh bao la, hoa lá rực rỡ, Sơn Trà còn thu hút ở vẻ đẹp rất riêng, đó là các loài động vật hoang dã, đặc biệt là voọc cũng như các loài chim. Vì yêu thích vẻ đẹp độc đáo của Sơn Trà nên cứ ngoài giờ làm, thỉnh thoảng anh Hiếu lại chạy lên đây vừa “săn” ảnh đẹp, vừa thư giãn.",0,71
3064,"Cũng đến Sơn Trà đúng mùa hoa lim xẹt và hoa sim nở tím lối đi, anh Trần Anh Quang (du khách đến từ Hà Giang) chia sẻ: “Đã được nghe bạn bè giới thiệu, báo chí nhắc nhiều đến Sơn Trà, nhưng tới đây rồi mới thấy phong cảnh hùng vỹ và đẹp quá, không khí rất thoáng mát và trong lành. Ngoài ngắm hoa, chúng tôi còn được ngắm toàn cảnh Đà Nẵng. Có lẽ, không nơi đâu có núi trong lòng thành phố, phố trong lòng biển khơi như thế này”.",0,94
3065,"Nói như nhiều du khách, khi đã đặt chân đến Sơn Trà đúng mùa hoa sẽ cảm thấy như lạc vào chốn thần tiên, trút bỏ hết lo toan thường ngày để hòa mình với thiên nhiên trong lành.",0,39
3066,"Tuy nhiên, theo ông Phan Minh Hải, Phó Ban quản lý bán đảo Sơn Trà và các bãi biển du lịch Đà Nẵng, mùa hoa ở Sơn Trà thường nở nhiều ở tuyến Tiên Sa và Bãi cát vàng. Vì vậy, ông Hải khuyến cáo người dân địa phương và du khách khi đến với Sơn Trà hãy chỉ ngắm hoa và mang về những bức hình đẹp, đừng ngắt cây, bẻ cành.",0,73
3067,"Bên cạnh đó, du khách cũng không nên cho khỉ đồ ăn, vì đồ ăn có thể mang mầm bệnh, ảnh hưởng đến sức khỏe của động vật hoang dã cũng như tập quán kiếm ăn của loài vật này.",0,40
3068,"“Quan trọng nhất là khi đến Sơn Trà, du khách mang theo đồ ăn, nước uống thì hãy mang rác về. Sự chung tay, góp sức của du khách chính là cách bảo vệ môi trường, thiên nhiên, giữ gìn vẻ đẹp của Sơn Trà một cách hiệu quả nhất”, ông Phan Minh Hải nhấn mạnh.",0,56
3069,"“The World coffee” (114 Hoàng Hoa Thám) là một tổ hợp cà-phê khá rộng rãi, khang trang, được thiết kế dành cho mọi đối tượng.",0,25
3070,"Cuối tuần rảnh rỗi, hẹn hò nhóm bạn thân là các mẹ bỉm sữa tìm một không gian sao cho phù hợp cho mẹ mà các bé vẫn có khu vui chơi riêng, chúng tôi đến The World coffee. Ngay khi vừa bước vào quán, một không khí mát lạnh tràn ngập, những khói bụi, nóng nảy của ngày đầu hè nóng bức bỏ lại phía sau. Thấy chúng tôi ai nấy đùm đề con nhỏ, một em nhân viên nhanh nhảu hướng dẫn: “Các chị có thể ngồi tầng 4 để các bé có sân chơi luôn ạ”.",0,99
3071,"The World coffee có đến 4 tầng, mỗi tầng được thiết kế một không gian khác nhau, tùy nhu cầu của bạn. Không gian tầng 1 là không gian mở (có thể ngồi ở bên trong lẫn tiền sảnh) - tầng này có lẽ thích hợp cho những ai đơn thuần muốn thưởng thức cà-phê ngắm phố xá ngược xuôi. Tầng 2 mang phong cách sang trọng, quý tộc-thích hợp với đối tượng văn phòng.",0,75
3072,"Tầng 3-có lẽ là không gian yên tĩnh, riêng tư nhất, thường dành cho các bạn trẻ đến học bài, học nhóm. Một nhân viên của quán nói rằng, tầng 3 cũng được quán cho thuê tổ chức sự kiện, thường là các buổi hội thảo hoặc giới thiệu sách. Tầng 4 là không gian náo nhiệt nhất, thường là nơi dành cho cả gia đình hẹn hò dịp cuối tuần. Ba mẹ có thể thoái mái tán gẫu với bạn bè, còn các bé vô tư chơi đùa bên khoảng sân riêng, Anh Hiếu, chủ quán nói rằng, 4 tầng của The World coffee là 4 phong cách khác nhau.",0,111
3073,"Đó là sự học hỏi về thiết kế của Nhật Bản, Mỹ, châu Âu và các bộ tộc da đỏ. Anh hy vọng với không gian rộng rãi, phục vụ đa dạng đối tượng này, The World coffee sẽ là điểm hẹn hò của cả gia đình bạn dịp cuối tuần.",0,51
3074,"ĐNO - Hai thôn Tà Lang - Giàn Bí (xã Hòa Bắc, huyện Hòa Vang) trở thành điểm đến mới thu hút du khách bởi phong cảnh thiên nhiên hữu tình. Nơi đây hấp dẫn du khách với vẻ đẹp hoang sơ và khí hậu mát mẻ, nổi tiếng nhất là suối Vũng Bọt và Khe Đương.",0,57
3075,"ĐNO - Chùa Linh Ứng Bãi Bụt hay còn gọi là Linh Ứng Sơn Trà, nằm cách trung tâm thành phố Đà Nẵng 10km về hướng đông bắc, tọa lạc trên bán đảo Sơn Trà với độ cao 693m so với mực nước biển.",0,44
3076,Đây không chỉ là điểm đến tâm linh mà còn là thắng cảnh nổi tiếng của thành phố. Đà Nẵng Online xin giới thiệu đến bạn đọc những hình ảnh đẹp của ngôi chùa này từ flycam.,0,37
3077, TĂNG TRUNG KIÊN - XUÂN SƠN,0,6
3078,"Đến thăm Đà Nẵng vào mùa hè này, du khách đừng bỏ qua 40 hoạt động văn hóa, thể thao, giải trí đầy sôi động và mới lạ được thành phố tổ chức miễn phí, kéo dài từ cuối tháng 4 đến hết tháng 6.",0,45
3079,"Từ nhiều năm nay, chương trình Mùa du lịch biển và chương trình Điểm hẹn mùa hè đã trở thành “thương hiệu” của Đà Nẵng mỗi dịp hè đến. Để tạo sự hào hứng cho người dân và du khách mỗi lần quay trở lại thành phố, Ban Quản lý bán đảo Sơn Trà và các bãi biển du lịch đã nỗ lực xây dựng chương trình thú vị, hấp dẫn và có nhiều điểm mới hơn năm trước.",0,79
3080,"Mở màn cho chuỗi sự kiện mùa hè Đà Nẵng là lễ khai mạc chương trình Điểm hẹn mùa hè, được tổ chức vào chiều tối 26-4 tại Công viên Biển Đông.",0,32
3081,"Năm nay, sẽ có 3 quầy thông tin du lịch được đặt ở Công viên Biển Đông, Trạm điều hành phía bắc Công viên Biển Đông và bán đảo Sơn Trà. Bắt đầu từ ngày 26-4, du khách có thể đến vui chơi, chụp ảnh tại khu nghệ thuật bài trí 100 đèn lồng và 500 chong chóng với chủ đề “Trăng trên biển” (bãi biển Mỹ Khê) và khu trưng bày mô hình sinh vật biển DaNang Summer (bãi biển dọc Công viên Biển Đông).",0,86
3082,"Theo Ban Quản lý bán đảo Sơn Trà và các bãi biển du lịch, chương trình khai trương Mùa du lịch biển năm nay vẫn duy trì chuỗi hoạt động đặc trưng như: khám phá bầu trời đêm qua kính thiên văn (hằng đêm từ 26-4 đến 1-5 tại bãi cát Công viên Biển Đông), chương trình ca nhạc hằng đêm... và nhiều hoạt động thể thao mới lạ. Hội thi cờ tướng tại đỉnh Bàn Cờ (bán đảo Sơn Trà) diễn ra từ ngày 26 đến 29, dự kiến thu hút 30-40 kỳ thủ đến từ 12-16 câu lạc bộ cả nước.",0,103
3083,"Hội thi vừa để chuẩn bị cho giải đồng đội cờ tướng toàn quốc sắp tổ chức tại Đà Nẵng, vừa nhằm quảng bá, giới thiệu hình ảnh du lịch đặc biệt chỉ có tại đỉnh Bàn Cờ. Còn tại Công viên Biển Đông vào ngày 27-4, du khách có thể trải nghiệm nhiều hoạt động thể thao miễn phí như: PT Boot Camp, dancing wii, Partner booth...",0,68
3084,"Ban đêm, khu vực này tổ chức thi đấu Muay Thái (có vé). Nếu đam mê các môn thể thao dưới nước, người dân và du khách Đà Nẵng có thể đăng ký tham dự hội thi bơi 250m vào sáng 30-4 tại bãi biển trước công viên Biển Đông.",0,50
3085,"Đặc biệt, năm nay sẽ có rất nhiều hoạt động với chủ đề bảo vệ môi trường biển như: chương trình “Nhặt rác trao yêu thương” (giúp học sinh và các đơn vị kinh doanh biết cách dọn vệ sinh, phân loại rác thải), diễu hành xe đạp chủ đề “Bảo vệ môi trường biển Đà Nẵng- Không túi nilon - Không khói thuốc”, trưng bày các sản phẩm tái chế từ rác thải ở đáy biển...",0,77
3086,"Giữa tháng 6, chương trình “Đà Nẵng - Điểm hẹn mùa hè 2019” khai mạc tại Công viên Biển Đông. Điểm hẹn mùa hè năm nay hứa hẹn sẽ là một sự kết hợp của các hoạt động truyền thống và hiện đại. Trong các buổi tối từ 16 đến 19-6, Trung tâm Xúc tiến du lịch sẽ tổ chức một số trò chơi dân gian như đập niêu, múa sạp, vẽ thư pháp, vẽ tranh truyền thần để người dân và du khách trải ngiệm.",0,86
3087,"Trong khi đó, các tối 18, 19-6 sẽ là sự kiện “Đêm Xuân Thiều” được tổ chức ở bãi tắm Liên Chiểu, nơi các nghệ sĩ giao lưu hát bài chòi, biểu diễn nhạc cổ truyền.",0,36
3088,"Đến Đà Nẵng dịp này, du khách sẽ hiểu thêm về văn hóa và con người xứ Quảng thông qua các hoạt động Lễ hội ẩm thực, Trang trí và sắp đặt thuyền thúng, Thả diều nghệ thuật, Thi ngoáy thúng nan... Đà Nẵng cũng sẽ giới thiệu với bạn bè gần xa về hình ảnh một thành phố năng động, hiện đại với Đại nhạc hội EDM, Lễ hội bia, hoạt động đồng đội và thể thao biển (với các môn jetski, dù lượn, dù bay...), flashmob bikini, vũ hội đường phố...",0,93
3089,"Ngoài ra, du khách cũng có thể tham quan không gian trưng bày các sản phẩm ứng dụng từ vật liệu tái chế, các sản phẩm lưu niệm đặc trưng Đà Nẵng, triển lãm ảnh đẹp Đà Nẵng...",0,38
