,Comment
270,Hài miền Bắc luôn là các chú hướng đến những vấn đề tệ nạn hiện nay ở Xã Hội. 1 mặt hài gây ra cười nhưng cũng 1 mặt nói lên thực trạng những vấn đề ko đẹp ngày nay. Luôn là như vậy và luôn ủng hộ các chú.❤️❤️
271,3 con đấy vỗ mông mình phê vãi. Căng đét
272,Hài tết mà không dám cho con cái xem. Xã hội Loạn hết
273,Hay quá đi mất
274,"Đang bình thường như những ngày thường , nhưng từ lúc có hài têt ra cái là có bầu không khí tết sắp đến r :))"
275,Toi rat thich phim nay ahihi
276,"Tổng hợp nhạc Tik Tok Hay nhất 
https://youtu.be/090SqDx83us"
277,happy new year :D
278,"1:35 có người gần cái xe đạp, sang 1:38 mất tiêu luôn........... 
   phốt nhẹ"
279,Bh chỉ chờ làng ế vợ thôi ..mong phim không nhạt giống phím này 😣😣😣....càng ngày phim càng mất chất
280,Xem càng ngày càng chán... Chủ yếu nội dung phim là quảng cáo mấy cái sản phẩm này nọ
281,Hở nhiều thì nhiều người xem thu nhiều tiền bản quyền ! Ko cần hài lắm chỉ cần hở nhiều!.
282,Video nay sao k xem dc j het luon z
283,Ko ngờ đã 9 năm xem fim này rồi(từ khi là con nhóc 3 tuổi)
284,VĂN HÓA VỖ MÔNG LẠI LÀM BÃO RỒI😄😄😄😄😄
285,Phim này đóng ở đâu mà nhìn quang cảnh yên bình thơ mộng vậy nhỉ các bạn
286,Không khí tết lại tràn về vui quá
287,Sự não tôm suốt ngày để Tích moi tiền hahaha
288,Ai thấy tội a Huy Cường ko đã hiền lại bị cắm sừng
289,Có đứa nào thấy cj lan ngành ko😂😂😂
290,Phim này mà có Mao Đệ đóng là max hay lun í
291,hài gì toàn thay khoe vú định kích dục à
292,xem khúc đầu thấy hơi nhạt
293,Nhờ cái hình nền lên gần 9M 😂😂
294,"Phim bình minh bây h ko còn là phim hài nx rồi, giờ toàn là phim 18+ thôi"
295,hay toàn hình ảnh đẹp ạ hi : )
296,Chủ yếu quảng cáo sản phẩm
297,https://youtu.be/k5VVH5_r5xE
298,Chiếu hài mà quảng cáo cái game mất dậy
299,Tao vô xem vì cái hình hót.... mà vô xem thì thua gái đứng đường
300,Đại gia chân đất lúc nào cũng có người đẹp nhỉ.
301,ÔNg áo vàg đi xe chất thật đấy haha
302,Đây mới chính là thứ mà ta đang chờ đợi
303,Nhìn người còn éo bit là nữ hay gái có cu
304,Yêu nhau yêu cả đường đi ghét nhau ghét cả tông chi họ hàng
305,Phim như nhoz ý. Dành cho trẻ con nó xem
306,Hay.
307,Hài tết bây giờ càng ngày càng mang hình thức quảng cáo hơn là giải trí
308,"Phim hài hay khiêu dâm 
Ảnh nền cũng bậy 
Nội dung phim toàn bậy bạ k hợp dươia 18 tuổi cho nên view của phim giảm thì cũng k quá bất ngờ"
309,"21:35 ""Đứng nằm im đấy"". Chết cười =))"
310,Thích nhất vai của cụ trẻ Đoành
311,Tết đến lại có hài hây rùi.
312,"cho chân dài vú bự mông to vào tìm thêm view à :))) 
có thêm nó thấy nhạt vkl . như đi show hàng"
313,sơn coshi hận hạnh tài trợ trương trình này =))
314,"Hài càng ngày càng nhạt
Hài nay không như hài xưa 🙃🙃🙃"
315,"Ông Tích và đồng bọn rất chi là ...
Lừa đảo chiếm đoạt tài sản ông Sự
Đúng là sự tích về Sự Tích chẳng làm đc tích sự j =)))))"
316,"Ngày xưa họ nhan thì bạc phận
ngày nay hồng nhan thì bạc nhiều"
317,14:38 vếu Lan cave kìa hâhhha
318,Nội dung thì cũng ok đấy. Nhưng diễn viên hơi phản cảm nhé. Nên cho những nv mộc mạc phù hợp vs bối cảnh làng quê VN.
319,Có ai như t xem chưa đc nửa video thì mở lại phần 1 xem không?
320,Tập 1 không xem dc adm ơi
321,30:11 :))
322,"https://www.youtube.com/watch?v=-x5bnj6ROgU&t=117s
Anh em nào gặp trường hợp như này chưa ạ"
323,Hài giờ nhiều cảnh nóng ko còn như ngày xưa nữa
324,tập nào sự thông gia cũng bị tích bắt lạt hị hị hị
325,Toàn nói ý đến quảng cáo sp
326,"châm biếm và phê phán rất tốt, nhưng nên làm đậm thêm 1 chút để không nhạt"
327,lom com ba lang nhang\
328,"Phim càng ngày càng vớ vẩn,dẹp đi,"
329,tại sao hài B mình ngày càng tục vậy hài đâu phải gây hài bàng cái tục cái lăng nhăng như v .
330,Cái cj j mướt mướt giống trong phim Quỳnh búp bê
331,Xxvideoxx kết hợp với phần mềm diệt virus hân hạnh tài trợ chương trình này.
332,"Phim dành cho các bố các anh đến mùa động dục cấn quá thì xem, tốt nhất đăng lên web đen ấy, bẩn cả youtube"
333,tôi cảm thấy xem cái này nó sao sao ấy. bựa quá. lứa tuổi tôi xem thì được nhưng bố mẹ tôi chắc xem không được
334,bao giờ ra Làng ế vợ nhỉ ... hóng quá
335,Úi chà chị Lan...ngọt nước nhờ
336,Hình như cj mượt đóng vai lan trong phim Quỳnh Búp bê
337,Bây giờ toàn khoe ngực không à
338,Cười lộn ruột té ghế lun😂
339,Hài cho tất cả lứa tuổi xem mà quá nhiều hình ảnh phản cảm. Toàn mông vs ngực ko ra gì.
340,Và chúng tôi gọi đây  là CHẤT
341,"Ai đang xem k, 16h15😂"
342,vỗ mông của phạm đăng khoa
343,Hình Khá hấp dẫn + phim hay 😋
344,14:00
345,"hài gì mà hở ra lại cho mông với vếu vào, chán qua"
346,NSND Trung Hiếu muôn đời hâm mộ anh😁
347,Cái chị làm ảnh phim ấy tên là vậy
348,"Phim hài này ngày càng nhạt 
Phim hài sắp  ra phim xxx :))"
349,Cái chị đứng giữa hai ông kia ngồi trên xe đạp điện tên j vậy
350,mỗi khi xem hài tết lại nhớ đến bà nội.
351,"phan lan cave điểm danh nào, e cũng làm cave nè nhưng e ko dấu, có gì phải dấu đâu"
352,Đã lâu r tôi ko còn xem nữa. Vì videos mang tính chất quảng cáo là chính.
353,phim chả ra cứt gì mà cũng top1 thịnh hành
354,em thấy tuyệt cú mèo luôn
355,Diễn thấy thua Mao Đệ rồi đoz
356,Mới xem tập 1 nhưng mình đã biết nội dung chủ đề đại gia chân đất năm nay là : «  TẾT SUM HỌP » mọi ngươì à.
357,Nv lái công nông trông quen gê
358,Lan cave giải nghệ rồi haha
359,Phim clmm suốt ngày quảng csos
360,Luôn đưa vấn đề xã hội vào hài chính là lý do mk luôn xm hài của kênh
361,Chiếc siêu xe màu vàng huyền thoại !
362,Hài vcc 😂😂😂
363,"phim này chả có cái gì đặc sắc, ngoài lối diễn từ thời chí phèo của anh trung hiếu"
364,Năm ngoái bán dc siêu xe chia mỗi ng 2ti r ma nam nay van ngheo đúng là 1 nam kinh te buồn
365,Nhìn ông quang tèo cười trông nghê vãi linh hồn
366,Hóng Mãi Đại Gia Chân Đất Giờ Có Rồi Lại Hóng Làng Ế Vợ Quá. Bh Có Làng Ế Vợ Zậy Ad
367,Ae cho hỏi nhạc nền đầu phim tên gì vậy
368,Phim hài đếu gì để cái hình toàn vú vếu câu like...
369,Sao xem rối hết lên vậy
370,HÀi bắc như cái đầu lol
371,53:50:00
372,Năm nay bác tích có vk rồi. Đó là con bác tích ở đại gia chân đất 5
373,Phim khai thác quá nhiều cảnh ra thịt
374,😘
375,Có ai vừa xem vừa cmt như t không
376,coi đại gia chân đất ko khí tết sắp đến
377,Chúc cả nhà xem phim vv
378,cảm on doan lam phim cam on chu binh trọng . cam on tat ca moi nguoi da cho khong khí tết càng gần. chúc moi nguoi nam moi an khang thinh vuong.  con ai ko cem thi phắn. ( quang tèo. trung hieu) mai yeu
379,Ngu si mới để nó chiếu
380,CHÚC TẤT CẢ MỌI NGƯỜI ĂN TẾT VUI VẺ NHÁ.
381,Nói thật là mình ghét nhất Đại Gia Chân Đất
382,Vl iPhone 4s plus
383,ba cái xàm xí này mà đéo hiểu sao lên được top 1 @@
384,hài bây giờ nhảm .hài mà như phim .chẳng cười tí nào.
385,Mình xem nhiều hài nên thấy hài này nhạt... Nhưng ở quê các bà các bà mẹ xem cười tít mắt từ đầu đến cuối luôn. Cảm ơn ekip nhiều nhiều!
386,Xem phim đã thấy nhạt lại còn xem 2 mụ vk còn nhạt hơn.
387,hôm qua ko xem đc
388,Phim thì ít quảng cáo thì nhiều
389,Ai hóng đại gia chân đất tiếp theo nào
390,FAN CHỊ LAN CAVE ĐIỂM DANH NÈ
391,Lan ơi là lan ♥️ yêu lan quá 😘
392,Mấy chú đã già hết rồi
393,ong nay noi nguoi xong thi ong kia noi cau cua ong tich
394,quay về xem người ngựa ngựa người cho hay
395,Xem từ phần 1 đến giờ chưa chê phần nào hài  thật :))
396,Cô chủ Mỹ phẩm nhìn như mụ phù thủy
397,Đại gia chân đất ngày xưa hay hơn
398,có trung hiếu có khác
399,chị lan h thành mượt 😂
400,"Có chút không khí tết r , ai vừa xem vừa đọc cmt như mình ko"
401,HAY QUA .
402,"Thi nhau làm Hài.... Đúng thật là Hài hước... Xem có cái gì thâm túy, đáng cười ở đây không??"
403,Hài tết xưa lắng đọng ý nghĩa nay còn đâu.
404,"Lôm côm ba lăng nhăng,, hỗn ,,, láo :))"
405,Cái nón bảo hiểm Bình Trọng oách quá😄😄😄
406,"Gái xưa ngoan ngoãn hiền lành
Gái nay thì lại tung hoành khắp nơi
Gái xưa không biết ăn chơi
Gái nay thì thích đến nơi vũ trường
Gái xưa chịu khó chịu thương
Gái nay toàn thấy đứng đường vẫy trai
Gái xưa ca, hát, múa tài
Gái nay thì biết mỗi bài kèn tây
Gái xưa rảnh rỗi trồng cây
Gái nay rảnh cái lên “phây” “show hàng”
Gái xưa chỉ yêu một chàng
Gái nay yêu lúc hàng ngàn hàng trăm
Gái xưa cày cấy rất chăm
Gái nay chỉ thấy giỏi nằm ngủ thôi
Gái xưa đẹp chẳng son môi
Gái nay đã xấu thích bôi son hồng
Gái xưa tiết kiệm từng đồng
Gái nay cờ bạc hại chồng hại con
Gái xưa yêu lấy còn son
Gái nay chưa lấy đã con to đùng
Gái xưa tình cảm thủy chung
Gái nay thì lại vô cùng lăng nhăng."
407,14:39 phê vc
408,https://www.youtube.com/watch?v=i9TMgdHjCBg&t=27s
409,cho mình hỏi đại gia chân đất năm nay có mấy tập vậy
410,"Một năm trôi qua rồi,happy news yeas"
411,Xam̀ lôn tkaf
412,p35 lên 36 nhìn cô áo trắng :))
413,Sao ko xem đc nữa vậy
414,Hài tết bh k còn trong sáng như xưa.
415,Nói luôn cái ảnh video nhìn như giớ thiệu quán cave nào đấy quán nói trả tiền quảng cáo bao nhiêu
416,phim nay nhieu nguoi xem qua
417,phim kiểu đéo gì mà chất lượng hình ảnh 244p vậy chán vãi
418,Lại 1 năm nữa trôi qua
419,Hay:)
420,Tết rồi cũng phải quảng cáo sơn kiếm tí.... :))
421,Hài k thấy đâu toàn khoe da khoe thịt
422,Xem đến đoạn xuất hiện 3 đứa ca sĩ nữa mùa nói thật lòng thì nhìn ớn quá
423,Ghét cái bà trà my thế
424,Tại sao không xem đc phim vậy ạ
425,Xem phim mà cứ nạnh hết cả người
426,35:27 áo trắng bị lộ kìa :'v
427,"hài cái gì mà phản cảm ,lại quảng cáo linh tinh , quá chán hài bây giờ"
428,Xem nó chả ra cái đéo gì tốt nhất nghỉ hài đi chuyển sang thể loại xàm lõ thì đúng hơn
429,Ai thấy hay thì cho mình một like nhé
430,mất hết vẻ đẹp truyền thống r
431,"hài năm nay hay
mong một ngày hay hơn nữa"
432,"Thích khêu gợi, bựa thế nào thì tùy. Nhưng nhiều khi nói bậy bạ thì đánh dấu yêu cầu tuổi cho trẻ em khỏi xem được, khỏi tò mò. Rất ảnh hưởng."
433,Tại sao k xem được
434,tich de
435,Đọc cmt đeo like thì mày bị mù mắt là có thật
436,Cảm ơn các nghệ sĩ đã bỏ công sức làm hài tết cho mọi người thưởng thức. Hàng năm cứ đến tết lại chờ đợi để xem
437,hài con khi ̃ gì quãng cáo thi đúng hơn
438,Hay hay cho một like 👍
439,Nhìn cái ông quang tèo mặt nhàu như quả táo tàu chán ốm
440,Phim hài mà xem như như xem quảng cáo. Có thể như thế này tiền quảng cáo nhiều hơn nhưng sẽ ít người xem đi nhiều. Trước chèn quảng cáo còn thích xem chứ lồng vào phim làm mất hay.
441,Không xem được video lỗi
442,13:15 phải youtuber Trần Minh Phương Thảo không
443,"3’13 bọn cướp đã đổi xe Wave đỏ nhưng sau đó lại biến hình thành Wave đỏ đen . Bái phục , Bái phục...!"
444,Tab #1 rồi chúc mừng...
445,Có nhân văn
446,Bao ke xe ba banh công nông phường biên giang hà đông 500k/1xe 1thang .sđt 0983312 662.gặp anh dương nhe
447,Hài chẳng ra đéo gì toàn quảng cáo
448,Hóng mãi ngày này qua ngày khác
449,35:00 xin link em quần trắng đi
450,Oai oam
451,2:57 gà bị buộc chân k chạy đc
452,#NAME?
453,"Mùi tết mùi phim 5 ngày nữa đến tết rồi 😅😄😊
👇"
454,Mấy ci kia vếu to thế không biết
455,Mất cái ví không được tích sự gì
456,ú ú có chú Huy Hùng kìa
457,hay đấy
458,hài gì xem chẳng thấy cười
459,"lượng người xem là 8.223.797 rất nhiều. nhưng hài này không mang tính chất hài, nó theo tôi rất nhảm nhí. tẩy chay, không xem nữa"
460,Hài ngày xưa vẫn hay hơn
461,Kể ra cũng thích xem nhưng ngại xem chung vs gđ như trước vì có nhiều cảnh nóng mắt thành ra mất hay
462,Mượt là ''lan cave quỳnh búp bê''
463,Sao lại cho đoạn vỗ Mông vào phim nhỉ.
464,12:46 kkkkk
465,Càng ngày càng nhạt nhớ ngày xưa hay phải biết
466,Ko còn gì là nghe thuat nua .ko có tính giáo duc mà toàn dâm duc và mă't dây
467,Fan Chiến Thắng điểm danh
468,M thích Mượt cũ hơn là Lan Cave đóng...
469,Đại gia ơi! haha
470,K có j để kuoi cả
471,dm quảng cáo quá mat day
472,Đại Gia Chân Đất 9 năm nay có hài hơn năm trước ko các ông ơi <3
473,Team thấy nhảm l đâu r
474,Đúng là năm con heo có khác =]]
475,Hay quá nhưng ko thích
476,1:13 May thang deu duoi theo ke dot nhap kia
477,có ae nào thấy năm nay phim nó nhạt vãi đái không...với ghét nhất cái kiểu hài mà cứ phải cho mấy con hở ngực vào đóng mất hết cả hình ảnh của 1 tác phẩm hay
478,Diễn Viên Nữ Việt Nam bây giờ đẹp thật
479,quang teo nhin re vcl
480,Lôm côm 3 lăng nhăng!
481,Thôi mọi người đừng chửi ns chung đạo diễn cx cogang r
482,41 ngày nữa tết r đếm ngược cùng tui nào 😙
483,https://youtu.be/UrsuXtatzdA
484,https://youtu.be/UrsuXtatzdA
485,3:15 cho hỏi xe này móc đâu ra z
486,Cụ chỉ được cái Lôm Côm! Ba Lăng Nhăng..
487,Nhiều cảnh quay gần nhà bác quang tèo  quá
488,xàm!
489,xàm xl xem đéo cười 1 lần
490,cái đm từ wave s sang luôn rsx mới vãi lồn
491,14:38 ai thấy tí hình vẽ nào không ?????
492,Đéo thấy hài đâu chỉ thấy heo thôi
493,Hoi thi chim
494,Lai con vo mong gai
495,Sao không xem được nữa rồi
496,Hay phêt
497,Vl 3:13 2 con xe khác nhau.
498,Cụ Đoành:v
499,Mẹ con Mượt đáng ghét.
500,https://youtu.be/m_XI5jSLVa8
501,Được cái năm nay 2bà vợ Tích Sự béo nhể 😂😂😂
502,https://youtu.be/m_XI5jSLVa8
503,"Há há há, nói chung VN mình chỉ xem duy nhất hài, cò phim thì thự sự ko thể xem đc, hài thì mình xem mãi ko chán :D."
504,Sao video bị lỗi rồi ad ơi
505,Áo vàng ngon và căng đét đèn đẹt
506,"Lạy ông đi qua lạy bà đi lại
Cho vy xin 1 sup nhé"
507,quang cao nhju wa
508,Toàn bắt đi ngủ
509,Biển 99 kìa @ Bắc Ninh điểm danh
510,Phim hài mà toàn vú vê gái gú k ra sao muốn khen cũng k khen được
511,Ai fan văn tích điểm danh nào
512,Vợ ông tích ngọt nước gớm
513,Sao hài bằng anh được :)))
514,Hiệp sĩ đường phố ???
515,9 năm tết gắn liền vs tuổi thơ chỉ mong năm nào cx lại có hài này
