,Link,Name,Question,Answer
68,https://www.lazada.vn/products/hang-chinh-hang-casio-sgw-500hd-1bvdr-i259981530-s363969494.html?search=1,Hàng Chính Hãng Casio SGW-500HD-1BVDR,vì thấy thông tin ko áp dụng chính sách bảo hành ở trên nên hỏi. Bảo hành toàn quốc phải ko ah? Tôi sẽ đặt hàng.,Chào anh. Sản phẩm được bảo hành chính hãng trên tất cả các hệ thống cửa hàng của công ty Anh Khuê Sài Gòn a nhé.
69,https://www.lazada.vn/products/hang-chinh-hang-casio-sgw-500hd-1bvdr-i259981530-s363969494.html?search=1,Hàng Chính Hãng Casio SGW-500HD-1BVDR,Chính hãng Anh Khuê sao ko có chính sách bảo hành?,Chào bạn. Hàng chính hãng của Công ty Anh Khuê Sài Gòn luôn có chế độ bảo hành bạn nhé. Sản phẩm được bảo hành 1 năm cho máy và 18 tháng cho pin.
70,https://www.lazada.vn/products/hang-chinh-hang-casio-mtd-1080-8avdf-i259940893-s363955292.html?search=1,Hàng Chính Hãng Casio MTD-1080-8AVDF,đồng hồ này sz mặt bao nhiêu cm đấy bạn,Chào bạn. Kích thước mặt đồng hồ này là 44mm ạ.
71,https://www.lazada.vn/products/hang-chinh-hang-casio-mtd-1080-8avdf-i259940893-s363955292.html?search=1,Hàng Chính Hãng Casio MTD-1080-8AVDF,dây gì vậy ạ,Chào bạn. Sản phẩm này là dây nhựa bạn nhé.
72,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e116d-1avdf-i259945933-s363977204.html?search=1,Hàng Chính Hãng Casio MTP-E116D-1AVDF,không áp dụng chính sách bảo hành??? nản...,được bảo hành trong 1 năm nhé bạn
73,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e116d-1avdf-i259945933-s363977204.html?search=1,Hàng Chính Hãng Casio MTP-E116D-1AVDF,kim chỉ thứ có chạy đc không?,Chào bạn. Kim chỉ thứ hoạt động bình thường bạn nhé.
74,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e116d-1avdf-i259945933-s363977204.html?search=1,Hàng Chính Hãng Casio MTP-E116D-1AVDF,mặt kính bao nhiêu mm vậy em,Chào anh. Kích thước mặt đồng hồ này là khoảng 38mm a nhé.
75,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e309d-2bvdf-i258842892-s359714477.html?search=1,Hàng Chính Hãng Casio MTP-E309D-2BVDF,"địa chỉ shop ở đâu vại,có được xem hàng k",cho hỏi bạn ở đâu ạ
76,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e119d-4avdf-i259955397-s363812349.html?search=1,Hàng Chính Hãng Casio MTP-E119D-4AVDF,"chính hãng mà không bao hành nghĩa là bán rồi không còn trách nhiệm, như hàng trôi nổi, fake",có bảo hành 1 năm toàn quốc nhé bạn
77,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e119d-4avdf-i259955397-s363812349.html?search=1,Hàng Chính Hãng Casio MTP-E119D-4AVDF,cơ hay pin hả shop,Chào bạn. Sản phẩm này sử dụng pin bạn nhé.
78,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e119d-4avdf-i259955397-s363812349.html?search=1,Hàng Chính Hãng Casio MTP-E119D-4AVDF,Có chống nước không vậy shop,Chào bạn. Đồng hồ này có khả năng chống nước 50m a.
79,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",shop cho em hỏi.. tay nhỏ có thâu dây lại đc ko shop,Dạ được bạn
80,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",Cho hỏi có màu khác ko z shop,dạ 1 màu như hình
81,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",Có màu vàng k shop,dạ có 1 màu bạc này thôi ạ
82,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",Hi shop. Mua cả nam cả nữ có không shop,dạ nam nữ đều dùng chung 1 mẫu này được nhen bạn Sản phẩm này bên mình vẫn còn hàng ạ. Bạn hỗ trợ đặt hàng trên Web giúp mình nhé.
83,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",Mã sp là gì nhỉ,Bạn nhấn vào sp rồi đặt hàng trên Web nha
84,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",#NAME?,Dạ k ạ
85,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",Có chống nước k shop,Dạ có ạ
86,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",Có chống nước k shop,Dạ có ạ
87,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",Có chống nước ko shop ? Dùng lâu liệu dây deo có han gỉ ko ạ ?,Dạ dùng lâu k vấn đề gì đâu ạ
88,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",có màu vàng ko shop,Dạ k ạ
89,https://www.lazada.vn/products/dong-ho-nam-casio-huyen-thoai-cao-cap-day-kim-loai-chong-gi-khong-phai-mau-i271508269-s407338937.html?search=1,"ĐỒNG HỒ NAM CASIO HUYỀN THOẠI CAO CẤP - DÂY KIM LOẠI CHỐNG GỈ, KHÔNG PHAI MÀU",Có phải bằng kim loại k shop,"dạ bằng kim loại ạ, hàng y hình  Sản phẩm này bên mình vẫn còn hàng ạ. Bạn hỗ trợ đặt hàng trên Web giúp mình nhé."
90,https://www.lazada.vn/products/hang-chinh-hang-casio-mtd-1075bk-1a1vdf-i259937804-s363943474.html?search=1,Hàng Chính Hãng Casio MTD-1075BK-1A1VDF,xuất xứ bạn ơi,Hàng chính hãng sản xuất tạo Thái hoặc TQ tuỳ đợt bạn nhé
91,https://www.lazada.vn/products/hang-chinh-hang-casio-mtd-1075bk-1a1vdf-i259937804-s363943474.html?search=1,Hàng Chính Hãng Casio MTD-1075BK-1A1VDF,mặt kính/case bao nhiêu mm vậy em,Chào anh. Kích thước của mặt đồng hồ này là 44mm anh nhé.
92,https://www.lazada.vn/products/hang-chinh-hang-casio-aq-190wd-1avdf-i258559247-s358727349.html?search=1,Hàng Chính Hãng Casio AQ-190WD-1AVDF,mặt kính nhựa hả shop,Dạ vâng ah
93,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e112l-7avdf-i259952902-s363980007.html?search=1,Hàng Chính Hãng Casio MTP-E112L-7AVDF,Cái này case bao nhiêu mm? Là nữ hay nam vậy shop?,Chào anh. Kích thước mặt đồng hồ này khoảng 45mm và mẫu này dành cho nam anh nhé.
94,https://www.lazada.vn/products/hang-chinh-hang-casio-mtd-1082-9avdf-i260063020-s363965901.html?search=1,Hàng Chính Hãng Casio MTD-1082-9AVDF,có bảo hành ko ?,Bảo hành 1năm cho máy và 1 năm rưỡi cho pin bạn nhé
95,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e309l-3avdf-i259218338-s361056892.html?search=1,Hàng Chính Hãng Casio MTP-E309L-3AVDF,tay m 15 thi deo hop ko shop,Chào bạn. Kích thước của mặt đồng hồ này khoảng 45mm. Với kích thước này phù hợp với tay các bạn nam ah.
96,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-tw101d-7avdf-i259023534-s360299303.html?search=1,Hàng Chính Hãng Casio MTP-TW101D-7AVDF,Đây là đồng hồ nữ phải ko shop?,Chào bạn. Mẫu đồng hồ này dành cho Nam ah.
97,https://www.lazada.vn/products/hang-chinh-hang-casio-mtd-1076-7a4vdf-i259981653-s363997766.html?search=1,Hàng Chính Hãng Casio MTD-1076-7A4VDF,Mình có thấy dòng nào nói là có Bảo Hành đâu! Chỉ có chỗ ghi là “ không hỗ trợ bảo hành “. Thế thì sao dám mua nhỉ!,Do thiếu sót trong việc nhập dữ liệu mong bạn thông cảm. Hàng chính hãng của Casio Anh Khuê Sài Gòn được bảo hành 12 tháng cho máy và 18 tháng cho pin bạn nhé.
98,https://www.lazada.vn/products/hang-chinh-hang-casio-mtd-1076-7a4vdf-i259981653-s363997766.html?search=1,Hàng Chính Hãng Casio MTD-1076-7A4VDF,“Không áp dụng chính sách bảo hành“,Chào bạn. Hàng chính hãng của Casio Anh Khuê Sài Gòn được bảo hành chính hãng trên tất cả các hệ thống cửa hàng của Công Ty Anh Khuê. Chế độ bảo hành 12 tháng cho máy và 18 tháng cho pin bạn nhé.
99,https://www.lazada.vn/products/hang-chinh-hang-casio-mtd-1076-7a4vdf-i259981653-s363997766.html?search=1,Hàng Chính Hãng Casio MTD-1076-7A4VDF,Cái này là hàng nhái hay sao mà không có bảo hành,Chào bạn. Hàng chính hãng của Casio Anh Khuê Sài Gòn được bảo hành 12 tháng cho máy và 18 tháng cho pin bạn nhé.
100,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e104d-4avdf-i259954811-s363958992.html?search=1,Hàng Chính Hãng Casio MTP-E104D-4AVDF,Casio vì mà không bảo hành vậy shop.,có bảo hành 1 năm toàn quốc nhé bạn
101,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e104d-4avdf-i259954811-s363958992.html?search=1,Hàng Chính Hãng Casio MTP-E104D-4AVDF,dường kính mặt là bao nhiêu vậy shop,Đường Kính Mặt 41*46 mm Độ Dày Mặt 8.5 mm
102,https://www.lazada.vn/products/hang-chinh-hang-casio-mtp-e104d-4avdf-i259954811-s363958992.html?search=1,Hàng Chính Hãng Casio MTP-E104D-4AVDF,sao sp chính hãng mà ko dc bảo hành vay shop,được bảo hành trong 1 năm nhé bạn
103,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,gắn sim và kết nói wf độc lập đc k?,Dạ sản phẩm ko gắn sim được ạ
104,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,có màu đen ko,"Sản phẩm này bên mình có màu đen ạ, vẫn còn hàng ạ. Bạn hỗ trợ đặt hàng trên Web giúp mình nhé."
105,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,sản phẩm nay sản xuất năm nào ? bảo hành đến khi nào? đang muốn mua mà thấy 1 số bạn phản ảnh sản phẩm sản xuất từ 2017 đã hết bảo hành từ năm ngoái,sản phẩm được bảo hành 12 tháng tính từ ngày bạn nhận hàng tại các cửa hàng hoặc văn phòng công ty MIHOUSE nha
106,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,Sp này phân phối chính thức ạ? Có đc bảo hành tại các cửa hàng Xiaomi không ạ?,"Chào bạn, sản phẩm nhập khẩu chính hãng từ Xiaomi, bạn có thể đến các cửa hàng chi nhánh hoặc văn phòng công ty Mihouse tại Hà Nội hoặc TPHCM để bảo hành nhé."
107,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,Mình có mua một chiếc đồng hồ Thông minh nhưng bin yếu lắm ko dk một ngày,Dạ nếu bạn mở full các chức năng thi lượng pin tầm 1 ngày thôi ạ
108,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,pin chờ lâu kg shop,"Dạ chào bạn, nếu bạn bật sử dụng tất cả các chức năng pin tầm hơn 1 ngày bạn nhé"
109,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,chơi game dc ko a,dạ không nhé
110,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,co tiếng viet ko ak,"dạ không, giao diện tiếng anh nha bạn"
111,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,Sản phẩm này là bản quốc tế hay sao ạ?,"Dạ chào anh/chị, hàng bên em chính hãng Xiaomi. Hàng nguyên seal full box ạ, có dẫn tiếng anh , nguyên seal 100%.chính sách bảo hành 12 tháng.Chúc anh/chị một ngày mua sắm vui vẻ"
112,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,có chống nước ko vậy,"dạ thiết bị được nhà sản xuất trang bị tính năng chống nước và bụi tiêu chuẩn IP67 ạ (có nghĩa là thiết bị có thể chống nước ở cấp độ 7, an toàn dưới nước ở độ sâu 1m trong vòng 30 phút)"
113,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,các cửa hàng bán có 3m,"Chào anh/chị. Do mức giá này là được đưa ra từ nhà cung cấp nên về mức giá thì shop chưa thể có câu trả lời chính xác cho anh/chị được ạ. Tuy nhiên shop cũng sẽ kiểm tra lại về mức giá của sản phẩm này, shop rất cảm ơn những đóng góp ý kiến từ anh/chị ạ."
114,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,Cho mình hỏi khi gặp vấn đề về sản phẩm thì làm như thế nào ạ? Trung tâm bảo hành hay sđt liên hệ như thế nào?,"Chào anh/chị, về bảo hành anh/chị nhắn vào hộp thư chat shop gửi thông tin nhé. Cảm ơn anh/chị."
115,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,Mình thấy shop có chương trình lấy mã giảm giá nhưng khi lấy xong ghi là giảm 500k. Vậy làm s để được giảm 500k khi không có điều kiện áp dụng gì hết. Khuyến mãi rất mập mờ và thanh toán cũng không được giảm là s vậy ad.,"Chào anh/chị, Sản phẩm này không nằm trong danh sách có áp dụng mã khuyến mãi. Đối với các sản phẩm có áp dụng mã khuyến mãi khác, anh/chị vui lòng sưu tầm ngay tại trang sản phẩm, đến bước thanh toán hệ thống sẽ tự động giảm giá cho đơn hàng ạ. Cảm ơn anh/chị. Chúc anh/chị cuối tuần vui vẻ!"
116,https://www.lazada.vn/products/dong-ho-thong-minh-xiaomi-amazfit-pace-hang-chinh-hang-i211150742-s264277776.html?search=1,Đồng Hồ Thông Minh Xiaomi Amazfit Pace - Hàng Chính Hãng,Sản phẩm này là bản global hay nội địa Trung Quốc ạ?,"Chào anh/chị, cám ơn anh/chị đã quan tâm sản phẩm bên shop ạ. Dạ sản phẩm bên em là sản phẩm bản quốc tế và là chính hãng được phân phối chính thức của Mi House nên anh/chị cứ yên tâm về chất lượng anh/chị nhé"
117,https://www.lazada.vn/products/dong-ho-thong-minh-huawei-watch-gt-hang-phan-phoi-chinh-thuc-i266350887-s386138690.html?search=1,Đồng Hồ Thông Minh Huawei Watch GT - Hãng Phân Phối Chính Thức,bản mới 2019 hay cũ đấy b.,Dạ Đồng hồ Huawei Watch GT là phiên bản 2019 bạn nhé.
118,https://www.lazada.vn/products/dong-ho-thong-minh-huawei-watch-gt-hang-phan-phoi-chinh-thuc-i266350887-s386138690.html?search=1,Đồng Hồ Thông Minh Huawei Watch GT - Hãng Phân Phối Chính Thức,Có hỗ trợ trả góp qua thẻ k shop,Dạ hiện nay Web chưa hỗ trợ trả góp cho khách hàng ạ.
119,https://www.lazada.vn/products/dong-ho-thong-minh-huawei-watch-gt-hang-phan-phoi-chinh-thuc-i266350887-s386138690.html?search=1,Đồng Hồ Thông Minh Huawei Watch GT - Hãng Phân Phối Chính Thức,Có hỗ trợ Tiếng Việt không bạn?,Dạ hiện nay đồng hồ Huawei Watch GT chưa có hỗ trợ tiếng việt anh ạ.
120,https://www.lazada.vn/products/dong-ho-thong-minh-huawei-watch-gt-hang-phan-phoi-chinh-thuc-i266350887-s386138690.html?search=1,Đồng Hồ Thông Minh Huawei Watch GT - Hãng Phân Phối Chính Thức,phải hàng chĩnh hãng viêt nam ko ạ,Dạ đây là phiên bản chính hãng của Việt Nam anh ạ.
121,https://www.lazada.vn/products/dong-ho-thong-minh-huawei-watch-gt-hang-phan-phoi-chinh-thuc-i266350887-s386138690.html?search=1,Đồng Hồ Thông Minh Huawei Watch GT - Hãng Phân Phối Chính Thức,Có thể mua thêm dây màu xanh lá ko shop?,Dạ bên em hiện nay không kinh doanh dây lẻ anh ạ.
